Mud A,Mud B,Mud C,Depth_m
12.281070726669276,12.264107379260558,12.189598860741059,2666.666666666667
12.281070726669276,12.264107379260558,12.189598860741059,2696.969696969697
12.281070726669276,12.264107379260558,12.189598860741059,2727.2727272727275
12.281070726669276,12.264107379260558,12.189598860741059,2757.5757575757575
12.281070726669276,12.264107379260558,12.189598860741059,2787.878787878788
12.281070726669276,12.264107379260558,12.189598860741059,2818.1818181818185
12.281070726669276,12.264107379260558,12.189598860741059,2848.4848484848485
12.281070726669276,12.264107379260558,12.189598860741059,2878.787878787879
12.281070726669276,12.264107379260558,12.189598860741059,2909.090909090909
12.281070726669276,12.264107379260558,12.189598860741059,2939.3939393939395
12.281070726669276,12.264107379260558,12.189598860741059,2969.69696969697
12.281070726669276,12.264107379260558,12.189598860741059,3000.0
